Daily averaged kinematic FBC-overflow flux (transport) in Sv

Data references:
Hansen, B., Larsen, K. M. H., Hátún, H., Kristiansen, R., Mortensen, E. Østerhus
Faroe Bank Channel overflow 1995-2015. Havstovan nr. 15-02. Technical report.
http://www.hav.fo/PDF/Ritgerdir/2015/TecRep1502.pdf
Hansen, B., Larsen, K. M. H., Hátún, Østerhus, S. 2016.: A stable Faroe Bank Cha
Ocean Sci., 12, 1205–1220, 2016. www.ocean-sci.net/12/1205/2016/doi:10.5194/os-1
====================
  Year   Mo Da  Flux
2002.021  1  8  1.29
2002.023  1  9  1.39
2002.026  1 10  1.61
2002.029  1 11  2.05
2002.032  1 12  2.45
2002.034  1 13  2.55
2002.037  1 14  2.74
2002.040  1 15  2.01
2002.042  1 16  1.93
2002.045  1 17  2.31
2002.048  1 18  2.37
2002.051  1 19  2.70
2002.053  1 20  2.49
2002.056  1 21  2.65
2002.059  1 22  2.01
2002.062  1 23  1.97
2002.064  1 24  2.18
2002.067  1 25  2.56
2002.070  1 26  3.01
2002.073  1 27  3.12
2002.075  1 28  2.88
2002.078  1 29  2.90
2002.081  1 30  3.22
2002.084  1 31  3.15
2002.086  2  1  3.97
2002.089  2  2  2.69
2002.092  2  3  1.61
2002.095  2  4  1.65
2002.097  2  5  2.30
2002.100  2  6  1.98
2002.103  2  7  2.35
2002.105  2  8  2.18
2002.108  2  9  1.95
2002.111  2 10  2.10
2002.114  2 11  1.83
2002.116  2 12  1.69
2002.119  2 13  2.02
2002.122  2 14  2.32
2002.125  2 15  1.98
2002.127  2 16  1.74
2002.130  2 17  1.52
2002.133  2 18  1.54
2002.136  2 19  1.61
2002.138  2 20  1.68
2002.141  2 21  1.72
2002.144  2 22  1.58
2002.147  2 23  1.45
2002.149  2 24  1.52
2002.152  2 25  1.77
2002.155  2 26  2.13
2002.158  2 27  2.00
2002.160  2 28  1.61
2002.163  3  1  1.72
2002.166  3  2  1.66
2002.168  3  3  1.12
2002.171  3  4  1.07
2002.174  3  5  0.98
2002.177  3  6  1.03
2002.179  3  7  1.11
2002.182  3  8  1.73
2002.185  3  9  2.16
2002.188  3 10  2.37
2002.190  3 11  2.24
2002.193  3 12  2.20
2002.196  3 13  1.84
2002.199  3 14  1.90
2002.201  3 15  2.96
2002.204  3 16  4.11
2002.207  3 17  3.31
2002.210  3 18  2.62
2002.212  3 19  2.56
2002.215  3 20  2.68
2002.218  3 21  3.03
2002.221  3 22  2.71
2002.223  3 23  2.94
2002.226  3 24  3.09
2002.229  3 25  2.14
2002.232  3 26  2.01
2002.234  3 27  2.00
2002.237  3 28  2.57
2002.240  3 29  3.21
2002.242  3 30  2.49
2002.245  3 31  1.68
2002.248  4  1  1.57
2002.251  4  2  1.66
2002.253  4  3  1.79
2002.256  4  4  1.76
2002.259  4  5  1.38
2002.262  4  6  1.24
2002.264  4  7  1.58
2002.267  4  8  2.09
2002.270  4  9  1.90
2002.273  4 10  1.80
2002.275  4 11  1.76
2002.278  4 12  1.81
2002.281  4 13  1.50
2002.284  4 14  1.29
2002.286  4 15  1.33
2002.289  4 16  1.70
2002.292  4 17  1.82
2002.295  4 18  1.92
2002.297  4 19  2.08
2002.300  4 20  1.64
2002.303  4 21  1.88
2002.305  4 22  1.66
2002.308  4 23  1.56
2002.311  4 24  2.56
2002.314  4 25  3.02
2002.316  4 26  2.60
2002.319  4 27  2.24
2002.322  4 28  2.44
2002.325  4 29  1.80
2002.327  4 30  1.29
2002.330  5  1  1.11
2002.333  5  2  1.36
2002.336  5  3  1.65
2002.338  5  4  2.19
2002.341  5  5  2.06
2002.344  5  6  2.00
2002.347  5  7  1.74
2002.349  5  8  2.04
2002.352  5  9  2.28
2002.355  5 10  2.37
2002.358  5 11  2.21
2002.360  5 12  1.93
2002.363  5 13  2.08
2002.366  5 14  2.05
2002.368  5 15  1.73
2002.371  5 16  1.61
2002.374  5 17  1.86
2002.377  5 18  2.66
2002.379  5 19  2.41
2002.382  5 20  2.81
2002.385  5 21  2.95
2002.388  5 22  2.35
2002.390  5 23  2.44
2002.393  5 24  2.40
2002.396  5 25  2.09
2002.399  5 26  1.72
2002.401  5 27  1.88
2002.404  5 28  2.49
2002.407  5 29  2.23
2002.410  5 30  1.52
2002.412  5 31  1.30
2002.415  6  1  1.69
2002.418  6  2  2.41
2002.421  6  3  2.55
2002.423  6  4  2.52
2002.426  6  5  2.62
2002.429  6  6  2.66
2002.432  6  7  2.71
2002.434  6  8  2.61
2002.437  6  9  2.07
2002.440  6 10  2.31
2002.442  6 11  2.87
2002.445  6 12  2.75
2002.448  6 13  2.69
2002.451  6 14  2.91
2002.453  6 15  3.07
2002.516  7  8  1.64
2002.519  7  9  1.62
2002.522  7 10  2.03
2002.525  7 11  2.32
2002.527  7 12  2.49
2002.530  7 13  2.64
2002.533  7 14  2.94
2002.536  7 15  2.66
2002.538  7 16  2.36
2002.541  7 17  2.31
2002.544  7 18  2.40
2002.547  7 19  2.10
2002.549  7 20  1.97
2002.552  7 21  2.25
2002.555  7 22  2.18
2002.558  7 23  1.83
2002.560  7 24  1.58
2002.563  7 25  1.81
2002.566  7 26  2.11
2002.568  7 27  1.97
2002.571  7 28  2.00
2002.574  7 29  2.47
2002.577  7 30  2.87
2002.579  7 31  2.05
2002.582  8  1  2.02
2002.585  8  2  2.38
2002.588  8  3  2.08
2002.590  8  4  1.96
2002.593  8  5  2.04
2002.596  8  6  1.80
2002.599  8  7  1.70
2002.601  8  8  1.89
2002.604  8  9  1.85
2002.607  8 10  2.04
2002.610  8 11  2.47
2002.612  8 12  2.14
2002.615  8 13  2.20
2002.618  8 14  2.55
2002.621  8 15  2.46
2002.623  8 16  1.99
2002.626  8 17  2.09
2002.629  8 18  2.81
2002.632  8 19  2.36
2002.634  8 20  2.20
2002.637  8 21  2.59
2002.640  8 22  2.46
2002.642  8 23  2.31
2002.645  8 24  2.44
2002.648  8 25  2.12
2002.651  8 26  2.18
2002.653  8 27  2.73
2002.656  8 28  2.51
2002.659  8 29  1.94
2002.662  8 30  1.88
2002.664  8 31  1.87
2002.667  9  1  1.67
2002.670  9  2  1.45
2002.673  9  3  1.74
2002.675  9  4  2.58
2002.678  9  5  3.02
2002.681  9  6  2.97
2002.684  9  7  2.80
2002.686  9  8  3.02
2002.689  9  9  2.58
2002.692  9 10  2.57
2002.695  9 11  2.52
2002.697  9 12  3.13
2002.700  9 13  3.37
2002.703  9 14  3.01
2002.705  9 15  2.47
2002.708  9 16  2.53
2002.711  9 17  2.40
2002.714  9 18  1.92
2002.716  9 19  1.91
2002.719  9 20  2.34
2002.722  9 21  3.09
2002.725  9 22  3.09
2002.727  9 23  2.80
2002.730  9 24  2.95
2002.733  9 25  2.21
2002.736  9 26  1.91
2002.738  9 27  1.93
2002.741  9 28  1.91
2002.744  9 29  2.15
2002.747  9 30  2.64
2002.749 10  1  3.05
2002.752 10  2  2.99
2002.755 10  3  2.90
2002.758 10  4  3.41
2002.760 10  5  2.69
2002.763 10  6  2.68
2002.766 10  7  2.71
2002.768 10  8  2.29
2002.771 10  9  2.21
2002.774 10 10  2.89
2002.777 10 11  3.20
2002.779 10 12  3.21
2002.782 10 13  3.19
2002.785 10 14  3.20
2002.788 10 15  3.01
2002.790 10 16  3.67
2002.793 10 17  4.86
2002.796 10 18  4.31
2002.799 10 19  3.22
2002.801 10 20  2.74
2002.804 10 21  2.36
2002.807 10 22  2.16
2002.810 10 23  2.27
2002.812 10 24  2.51
2002.815 10 25  1.90
2002.818 10 26  1.51
2002.821 10 27  1.32
2002.823 10 28  1.38
2002.826 10 29  2.12
2002.829 10 30  2.86
2002.832 10 31  2.95
2002.834 11  1  2.90
2002.837 11  2  2.78
2002.840 11  3  2.92
2002.842 11  4  2.95
2002.845 11  5  2.47
2002.848 11  6  2.33
2002.851 11  7  2.38
2002.853 11  8  2.39
2002.856 11  9  2.32
2002.859 11 10  2.64
2002.862 11 11  3.22
2002.864 11 12  3.42
2002.867 11 13  2.92
2002.870 11 14  2.84
2002.873 11 15  3.06
2002.875 11 16  2.77
2002.878 11 17  2.39
2002.881 11 18  2.46
2002.884 11 19  2.38
2002.886 11 20  2.21
2002.889 11 21  2.51
2002.892 11 22  2.74
2002.895 11 23  2.89
2002.897 11 24  3.14
2002.900 11 25  3.16
2002.903 11 26  2.71
2002.905 11 27  2.68
2002.908 11 28  2.91
2002.911 11 29  3.12
2002.914 11 30  3.15
2002.916 12  1  2.73
2002.919 12  2  2.56
2002.922 12  3  2.38
2002.925 12  4  2.42
2002.927 12  5  2.38
2002.930 12  6  2.53
2002.933 12  7  2.45
2002.936 12  8  2.11
2002.938 12  9  2.23
2002.941 12 10  2.73
2002.944 12 11  2.60
2002.947 12 12  2.68
2002.949 12 13  2.99
2002.952 12 14  3.80
2002.955 12 15  3.55
2002.958 12 16  3.55
2002.960 12 17  4.02
2002.963 12 18  3.32
2002.966 12 19  2.89
2002.968 12 20  3.53
2002.971 12 21  3.20
2002.974 12 22  2.36
2002.977 12 23  2.26
2002.979 12 24  2.56
2002.982 12 25  2.50
2002.985 12 26  2.27
2002.988 12 27  2.08
2002.990 12 28  2.15
2002.993 12 29  2.34
2002.996 12 30  2.39
2002.999 12 31  2.57
2003.001  1  1  2.52
2003.004  1  2  2.27
2003.007  1  3  2.24
2003.010  1  4  2.35
2003.012  1  5  2.57
2003.015  1  6  2.64
2003.018  1  7  2.24
2003.021  1  8  2.25
2003.023  1  9  3.51
2003.026  1 10  4.61
2003.029  1 11  3.93
2003.032  1 12  2.67
2003.034  1 13  2.66
2003.037  1 14  2.32
2003.040  1 15  2.33
2003.042  1 16  2.03
2003.045  1 17  2.43
2003.048  1 18  3.13
2003.051  1 19  4.45
2003.053  1 20  3.38
2003.056  1 21  3.37
2003.059  1 22  4.25
2003.062  1 23  3.06
2003.064  1 24  2.30
2003.067  1 25  3.16
2003.070  1 26  2.97
2003.073  1 27  2.28
2003.075  1 28  1.82
2003.078  1 29  2.37
2003.081  1 30  4.05
2003.084  1 31  2.97
2003.086  2  1  1.65
2003.089  2  2  1.44
2003.092  2  3  1.35
2003.095  2  4  1.42
2003.097  2  5  1.52
2003.100  2  6  1.24
2003.103  2  7  1.21
2003.105  2  8  1.39
2003.108  2  9  1.51
2003.111  2 10  1.70
2003.114  2 11  1.54
2003.116  2 12  2.07
2003.119  2 13  2.10
2003.122  2 14  2.43
2003.125  2 15  2.44
2003.127  2 16  1.70
2003.130  2 17  1.70
2003.133  2 18  2.50
2003.136  2 19  2.81
2003.138  2 20  3.00
2003.141  2 21  2.97
2003.144  2 22  2.80
2003.147  2 23  2.70
2003.149  2 24  2.71
2003.152  2 25  2.84
2003.155  2 26  2.47
2003.158  2 27  2.43
2003.160  2 28  2.76
2003.163  3  1  3.21
2003.166  3  2  2.81
2003.168  3  3  2.09
2003.171  3  4  1.80
2003.174  3  5  2.29
2003.177  3  6  2.59
2003.179  3  7  2.23
2003.182  3  8  1.89
2003.185  3  9  1.87
2003.188  3 10  1.64
2003.190  3 11  1.47
2003.193  3 12  1.91
2003.196  3 13  2.20
2003.199  3 14  2.03
2003.201  3 15  2.40
2003.204  3 16  2.46
2003.207  3 17  2.79
2003.210  3 18  2.94
2003.212  3 19  2.98
2003.215  3 20  3.02
2003.218  3 21  2.07
2003.221  3 22  1.78
2003.223  3 23  1.64
2003.226  3 24  1.67
2003.229  3 25  1.62
2003.232  3 26  1.62
2003.234  3 27  1.51
2003.237  3 28  1.41
2003.240  3 29  1.51
2003.242  3 30  1.64
2003.245  3 31  1.39
2003.248  4  1  1.10
2003.251  4  2  1.24
2003.253  4  3  1.66
2003.256  4  4  1.95
2003.259  4  5  2.41
2003.262  4  6  2.00
2003.264  4  7  1.97
2003.267  4  8  1.97
2003.270  4  9  2.54
2003.273  4 10  2.61
2003.275  4 11  2.16
2003.278  4 12  1.98
2003.281  4 13  2.75
2003.284  4 14  2.58
2003.286  4 15  2.02
2003.289  4 16  2.70
2003.292  4 17  3.36
2003.295  4 18  2.63
2003.297  4 19  2.62
2003.300  4 20  3.16
2003.303  4 21  2.83
2003.305  4 22  2.88
2003.308  4 23  3.78
2003.311  4 24  4.31
2003.314  4 25  3.70
2003.316  4 26  2.72
2003.319  4 27  2.91
2003.322  4 28  3.53
2003.325  4 29  2.45
2003.327  4 30  2.37
2003.330  5  1  3.77
2003.333  5  2  3.35
2003.336  5  3  3.04
2003.338  5  4  2.57
2003.341  5  5  2.80
2003.344  5  6  2.72
2003.347  5  7  2.76
2003.349  5  8  2.87
2003.352  5  9  2.62
2003.355  5 10  2.88
2003.358  5 11  2.59
2003.360  5 12  2.30
2003.363  5 13  2.44
2003.366  5 14  2.76
2003.368  5 15  2.59
2003.371  5 16  2.13
2003.374  5 17  2.40
2003.377  5 18  3.36
2003.379  5 19  3.51
2003.382  5 20  3.31
2003.385  5 21  3.28
2003.388  5 22  2.95
2003.390  5 23  2.69
2003.393  5 24  2.26
2003.396  5 25  2.62
2003.399  5 26  3.39
2003.401  5 27  3.11
2003.404  5 28  2.79
2003.407  5 29  3.21
2003.410  5 30  2.96
2003.412  5 31  2.82
2003.415  6  1  3.44
2003.418  6  2  3.56
2003.421  6  3  3.12
2003.423  6  4  2.88
2003.426  6  5  2.93
2003.429  6  6  3.46
2003.432  6  7  3.44
2003.434  6  8  3.26
2003.437  6  9  3.17
2003.440  6 10  3.65
2003.442  6 11  3.03
2003.445  6 12  2.85
2003.448  6 13  3.31
2003.451  6 14  3.34
2003.453  6 15  2.80
2003.511  7  6  3.08
2003.514  7  7  3.13
2003.516  7  8  2.40
2003.519  7  9  1.87
2003.522  7 10  1.81
2003.525  7 11  1.95
2003.527  7 12  2.32
2003.530  7 13  2.43
2003.533  7 14  2.37
2003.536  7 15  2.57
2003.538  7 16  2.76
2003.541  7 17  2.73
2003.544  7 18  2.36
2003.547  7 19  2.59
2003.549  7 20  2.85
2003.552  7 21  2.37
2003.555  7 22  2.27
2003.558  7 23  2.89
2003.560  7 24  2.88
2003.563  7 25  2.43
2003.566  7 26  2.52
2003.568  7 27  2.70
2003.571  7 28  2.70
2003.574  7 29  2.72
2003.577  7 30  2.26
2003.579  7 31  2.13
2003.582  8  1  2.71
2003.585  8  2  2.93
2003.588  8  3  2.36
2003.590  8  4  3.01
2003.593  8  5  3.06
2003.596  8  6  2.30
2003.599  8  7  2.21
2003.601  8  8  2.42
2003.604  8  9  2.86
2003.607  8 10  2.57
2003.610  8 11  2.68
2003.612  8 12  2.78
2003.615  8 13  2.56
2003.618  8 14  2.56
2003.621  8 15  2.85
2003.623  8 16  2.95
2003.626  8 17  2.25
2003.629  8 18  1.85
2003.632  8 19  1.73
2003.634  8 20  1.64
2003.637  8 21  1.65
2003.640  8 22  1.67
2003.642  8 23  2.22
2003.645  8 24  2.62
2003.648  8 25  2.72
2003.651  8 26  2.54
2003.653  8 27  2.96
2003.656  8 28  3.15
2003.659  8 29  3.26
2003.662  8 30  2.86
2003.664  8 31  2.12
2003.667  9  1  1.89
2003.670  9  2  1.87
2003.673  9  3  1.70
2003.675  9  4  1.66
2003.678  9  5  1.95
2003.681  9  6  2.40
2003.684  9  7  2.48
2003.686  9  8  2.36
2003.689  9  9  2.43
2003.692  9 10  3.05
2003.695  9 11  3.09
2003.697  9 12  2.30
2003.700  9 13  2.63
2003.703  9 14  2.62
2003.705  9 15  2.22
2003.708  9 16  2.44
2003.711  9 17  3.15
2003.714  9 18  2.64
2003.716  9 19  2.05
2003.719  9 20  1.78
2003.722  9 21  1.52
2003.725  9 22  1.09
2003.727  9 23  1.18
2003.730  9 24  1.71
2003.733  9 25  2.07
2003.736  9 26  2.21
2003.738  9 27  2.12
2003.741  9 28  2.12
2003.744  9 29  2.40
2003.747  9 30  2.34
2003.749 10  1  2.03
2003.752 10  2  2.02
2003.755 10  3  1.86
2003.758 10  4  1.67
2003.760 10  5  1.62
2003.763 10  6  1.68
2003.766 10  7  1.65
2003.768 10  8  1.60
2003.771 10  9  1.38
2003.774 10 10  1.46
2003.777 10 11  1.59
2003.779 10 12  1.61
2003.782 10 13  1.79
2003.785 10 14  2.47
2003.788 10 15  2.85
2003.790 10 16  3.14
2003.793 10 17  2.88
2003.796 10 18  2.67
2003.799 10 19  2.59
2003.801 10 20  2.91
2003.804 10 21  3.04
2003.807 10 22  2.81
2003.810 10 23  2.53
2003.812 10 24  2.97
2003.815 10 25  2.46
2003.818 10 26  2.04
2003.821 10 27  1.79
2003.823 10 28  1.62
2003.826 10 29  1.57
2003.829 10 30  1.89
2003.832 10 31  1.97
2003.834 11  1  1.79
2003.837 11  2  1.78
2003.840 11  3  1.76
2003.842 11  4  1.59
2003.845 11  5  1.28
2003.848 11  6  1.17
2003.851 11  7  1.38
2003.853 11  8  2.28
2003.856 11  9  2.68
2003.859 11 10  2.21
2003.862 11 11  2.15
2003.864 11 12  2.25
2003.867 11 13  1.97
2003.870 11 14  1.85
2003.873 11 15  2.26
2003.875 11 16  2.81
2003.878 11 17  2.75
2003.881 11 18  2.48
2003.884 11 19  2.34
2003.886 11 20  2.65
2003.889 11 21  2.29
2003.892 11 22  1.74
2003.895 11 23  1.61
2003.897 11 24  1.98
2003.900 11 25  1.65
2003.903 11 26  1.46
2003.905 11 27  1.53
2003.908 11 28  1.46
2003.911 11 29  1.51
2003.914 11 30  1.45
2003.916 12  1  1.54
2003.919 12  2  1.64
2003.922 12  3  1.38
2003.925 12  4  1.44
2003.927 12  5  1.75
2003.930 12  6  1.60
2003.933 12  7  1.55
2003.936 12  8  1.49
2003.938 12  9  1.66
2003.941 12 10  1.70
2003.944 12 11  1.76
2003.947 12 12  2.05
2003.949 12 13  2.08
2003.952 12 14  2.16
2003.955 12 15  2.56
2003.958 12 16  2.29
2003.960 12 17  2.41
2003.963 12 18  2.42
2003.966 12 19  2.63
2003.968 12 20  2.69
2003.971 12 21  2.62
2003.974 12 22  2.39
2003.977 12 23  1.74
2003.979 12 24  1.34
2003.982 12 25  1.40
2003.985 12 26  1.84
2003.988 12 27  2.03
2003.990 12 28  2.07
2003.993 12 29  2.61
2003.996 12 30  2.48
2003.999 12 31  2.07
2004.001  1  1  1.57
2004.004  1  2  2.00
2004.007  1  3  2.07
2004.010  1  4  1.79
2004.012  1  5  1.56
2004.015  1  6  1.84
2004.018  1  7  2.47
2004.020  1  8  2.57
2004.023  1  9  1.76
2004.026  1 10  1.49
2004.029  1 11  1.48
2004.031  1 12  1.47
2004.034  1 13  1.47
2004.037  1 14  1.29
2004.040  1 15  1.38
2004.042  1 16  1.57
2004.045  1 17  1.86
2004.048  1 18  2.00
2004.051  1 19  2.09
2004.053  1 20  1.97
2004.056  1 21  1.74
2004.059  1 22  1.40
2004.061  1 23  1.17
2004.064  1 24  1.09
2004.067  1 25  1.42
2004.070  1 26  1.80
2004.072  1 27  1.59
2004.075  1 28  1.25
2004.078  1 29  1.53
2004.081  1 30  1.65
2004.083  1 31  1.63
2004.086  2  1  1.75
2004.089  2  2  1.58
2004.092  2  3  1.57
2004.094  2  4  1.28
2004.097  2  5  1.58
2004.100  2  6  2.22
2004.102  2  7  2.09
2004.105  2  8  1.68
2004.108  2  9  1.72
2004.111  2 10  2.21
2004.113  2 11  2.02
2004.116  2 12  2.03
2004.119  2 13  2.34
2004.122  2 14  2.86
2004.124  2 15  2.39
2004.127  2 16  2.06
2004.130  2 17  1.99
2004.133  2 18  2.22
2004.135  2 19  2.54
2004.138  2 20  2.57
2004.141  2 21  2.60
2004.143  2 22  2.83
2004.146  2 23  2.71
2004.149  2 24  2.19
2004.152  2 25  1.93
2004.154  2 26  1.83
2004.157  2 27  1.22
2004.160  2 28  1.25
2004.163  2 29  1.26
2004.165  3  1  1.12
2004.168  3  2  1.76
2004.171  3  3  2.05
2004.173  3  4  2.00
2004.176  3  5  2.29
2004.179  3  6  2.19
2004.182  3  7  2.39
2004.184  3  8  2.40
2004.187  3  9  2.66
2004.190  3 10  2.31
2004.193  3 11  2.15
2004.195  3 12  2.61
2004.198  3 13  3.27
2004.201  3 14  2.32
2004.204  3 15  1.78
2004.206  3 16  1.79
2004.209  3 17  2.08
2004.212  3 18  2.36
2004.214  3 19  2.11
2004.217  3 20  2.52
2004.220  3 21  2.23
2004.223  3 22  2.58
2004.225  3 23  2.68
2004.228  3 24  2.73
2004.231  3 25  1.89
2004.234  3 26  0.92
2004.236  3 27  0.79
2004.239  3 28  1.17
2004.242  3 29  1.38
2004.245  3 30  1.31
2004.247  3 31  1.11
2004.250  4  1  1.35
2004.253  4  2  1.49
2004.255  4  3  2.14
2004.258  4  4  2.16
2004.261  4  5  1.67
2004.264  4  6  1.31
2004.266  4  7  1.45
2004.269  4  8  1.52
2004.272  4  9  1.71
2004.275  4 10  1.49
2004.277  4 11  1.31
2004.280  4 12  1.53
2004.283  4 13  1.47
2004.286  4 14  1.47
2004.288  4 15  1.92
2004.291  4 16  1.63
2004.294  4 17  1.40
2004.296  4 18  1.78
2004.299  4 19  1.56
2004.302  4 20  1.75
2004.305  4 21  1.43
2004.307  4 22  1.79
2004.310  4 23  2.01
2004.313  4 24  1.83
2004.316  4 25  1.55
2004.318  4 26  1.56
2004.321  4 27  1.84
2004.324  4 28  2.22
2004.327  4 29  1.98
2004.329  4 30  2.14
2004.332  5  1  2.38
2004.335  5  2  2.06
2004.337  5  3  1.25
2004.340  5  4  1.23
2004.343  5  5  1.46
2004.346  5  6  1.59
2004.348  5  7  1.60
2004.351  5  8  1.65
2004.354  5  9  1.98
2004.357  5 10  2.01
2004.359  5 11  1.85
2004.362  5 12  1.80
2004.365  5 13  1.66
2004.367  5 14  1.84
2004.370  5 15  1.99
2004.373  5 16  2.01
2004.376  5 17  1.90
2004.378  5 18  1.76
2004.381  5 19  1.61
2004.384  5 20  1.55
2004.387  5 21  1.86
2004.389  5 22  2.54
2004.392  5 23  2.52
2004.395  5 24  2.32
2004.398  5 25  2.36
2004.400  5 26  2.08
2004.403  5 27  2.19
2004.406  5 28  2.41
2004.408  5 29  2.37
2004.411  5 30  2.92
2004.414  5 31  3.71
2004.417  6  1  3.54
2004.419  6  2  2.91
2004.422  6  3  2.72
2004.425  6  4  2.58
2004.428  6  5  2.85
2004.430  6  6  3.20
2004.433  6  7  3.59
2004.436  6  8  3.13
2004.439  6  9  2.64
2004.441  6 10  2.42
2004.444  6 11  2.46
2004.507  7  4  2.35
2004.510  7  5  2.20
2004.512  7  6  2.53
2004.515  7  7  3.11
2004.518  7  8  3.03
2004.520  7  9  2.81
2004.523  7 10  3.14
2004.526  7 11  2.95
2004.529  7 12  2.18
2004.531  7 13  1.76
2004.534  7 14  1.79
2004.537  7 15  2.63
2004.540  7 16  3.16
2004.542  7 17  2.46
2004.545  7 18  2.14
2004.548  7 19  2.50
2004.551  7 20  2.87
2004.553  7 21  2.49
2004.556  7 22  2.20
2004.559  7 23  3.01
2004.561  7 24  3.70
2004.564  7 25  2.62
2004.567  7 26  2.11
2004.570  7 27  2.48
2004.572  7 28  2.37
2004.575  7 29  2.15
2004.578  7 30  2.03
2004.581  7 31  2.35
2004.583  8  1  3.18
2004.586  8  2  3.61
2004.589  8  3  3.12
2004.592  8  4  3.32
2004.594  8  5  3.06
2004.597  8  6  3.01
2004.600  8  7  2.51
2004.602  8  8  2.72
2004.605  8  9  2.94
2004.608  8 10  2.76
2004.611  8 11  2.49
2004.613  8 12  3.06
2004.616  8 13  3.27
2004.619  8 14  3.62
2004.622  8 15  3.40
2004.624  8 16  2.89
2004.627  8 17  2.62
2004.630  8 18  2.66
2004.633  8 19  2.61
2004.635  8 20  2.69
2004.638  8 21  3.59
2004.641  8 22  3.73
2004.643  8 23  3.10
2004.646  8 24  2.49
2004.649  8 25  2.44
2004.652  8 26  2.26
2004.654  8 27  1.74
2004.657  8 28  2.06
2004.660  8 29  2.42
2004.663  8 30  2.49
2004.665  8 31  2.34
2004.668  9  1  2.39
2004.671  9  2  2.56
2004.673  9  3  2.34
2004.676  9  4  2.17
2004.679  9  5  2.12
2004.682  9  6  2.11
2004.684  9  7  2.28
2004.687  9  8  2.11
2004.690  9  9  2.14
2004.693  9 10  2.27
2004.695  9 11  2.63
2004.698  9 12  2.61
2004.701  9 13  2.79
2004.704  9 14  2.64
2004.706  9 15  2.63
2004.709  9 16  2.43
2004.712  9 17  2.49
2004.714  9 18  2.58
2004.717  9 19  2.37
2004.720  9 20  1.86
2004.723  9 21  2.17
2004.725  9 22  2.32
2004.728  9 23  2.14
2004.731  9 24  1.78
2004.734  9 25  1.81
2004.736  9 26  2.04
2004.739  9 27  1.82
2004.742  9 28  1.87
2004.745  9 29  1.99
2004.747  9 30  2.57
2004.750 10  1  2.62
2004.753 10  2  2.38
2004.755 10  3  1.94
2004.758 10  4  1.82
2004.761 10  5  1.71
2004.764 10  6  1.75
2004.766 10  7  1.81
2004.769 10  8  1.93
2004.772 10  9  2.62
2004.775 10 10  3.37
2004.777 10 11  3.24
2004.780 10 12  2.73
2004.783 10 13  2.62
2004.786 10 14  2.67
2004.788 10 15  2.87
2004.791 10 16  2.60
2004.794 10 17  2.57
2004.796 10 18  2.59
2004.799 10 19  2.57
2004.802 10 20  2.48
2004.805 10 21  2.63
2004.807 10 22  3.32
2004.810 10 23  3.46
2004.813 10 24  3.66
2004.816 10 25  3.39
2004.818 10 26  2.77
2004.821 10 27  2.85
2004.824 10 28  2.94
2004.827 10 29  2.44
2004.829 10 30  2.31
2004.832 10 31  2.56
2004.835 11  1  2.83
2004.837 11  2  2.20
2004.840 11  3  1.58
2004.843 11  4  1.49
2004.846 11  5  1.70
2004.848 11  6  1.99
2004.851 11  7  2.00
2004.854 11  8  1.82
2004.857 11  9  1.62
2004.859 11 10  1.49
2004.862 11 11  1.55
2004.865 11 12  1.48
2004.867 11 13  1.50
2004.870 11 14  1.45
2004.873 11 15  1.37
2004.876 11 16  1.65
2004.878 11 17  1.77
2004.881 11 18  1.77
2004.884 11 19  2.12
2004.887 11 20  2.51
2004.889 11 21  2.97
2004.892 11 22  3.44
2004.895 11 23  3.77
2004.898 11 24  3.54
2004.900 11 25  3.26
2004.903 11 26  3.47
2004.906 11 27  3.38
2004.908 11 28  2.91
2004.911 11 29  2.79
2004.914 11 30  3.57
2004.917 12  1  3.32
2004.919 12  2  2.58
2004.922 12  3  2.01
2004.925 12  4  2.19
2004.928 12  5  2.49
2004.930 12  6  2.57
2004.933 12  7  2.23
2004.936 12  8  2.80
2004.939 12  9  2.16
2004.941 12 10  1.63
2004.944 12 11  1.16
2004.947 12 12  1.35
2004.949 12 13  1.43
2004.952 12 14  1.45
2004.955 12 15  1.31
2004.958 12 16  1.48
2004.960 12 17  1.36
2004.963 12 18  1.68
2004.966 12 19  2.04
2004.969 12 20  1.85
2004.971 12 21  1.62
2004.974 12 22  1.09
2004.977 12 23  1.22
2004.980 12 24  0.99
2004.982 12 25  0.73
2004.985 12 26  0.68
2004.988 12 27  0.81
2004.990 12 28  0.94
2004.993 12 29  1.39
2004.996 12 30  1.48
2004.999 12 31  1.66
2005.001  1  1  1.42
2005.004  1  2  1.28
2005.007  1  3  1.27
2005.010  1  4  0.96
2005.012  1  5  0.61
2005.015  1  6  0.54
2005.018  1  7  0.68
2005.021  1  8  1.04
2005.023  1  9  0.84
2005.026  1 10  1.07
2005.029  1 11  1.38
2005.032  1 12  1.45
2005.034  1 13  1.38
2005.037  1 14  2.26
2005.040  1 15  2.51
2005.042  1 16  1.87
2005.045  1 17  1.39
2005.048  1 18  1.09
2005.051  1 19  0.69
2005.053  1 20  0.73
2005.056  1 21  1.21
2005.059  1 22  1.55
2005.062  1 23  1.54
2005.064  1 24  1.70
2005.067  1 25  1.79
2005.070  1 26  2.53
2005.073  1 27  2.88
2005.075  1 28  3.03
2005.078  1 29  2.36
2005.081  1 30  1.92
